"";"dw08";"sex";"educ";"dw18";"dg10";"dw19c"
"267";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"268";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"269";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"270";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"271";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"272";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"273";NA;"FRAU";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"274";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"HESSEN";NA
"275";"BEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"276";NA;"MANN";"MITTLERE REIFE";"JA";"EHEM. BERLIN-OST";"UNTER 4 WOCHEN"
"277";NA;"MANN";"ANDERER ABSCHLUSS";NA;"NIEDERSACHSEN";NA
"278";"BEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"279";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"RHEINLAND-PFALZ";"4 BIS 11 WOCHEN"
"280";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"281";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"282";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SAARLAND";NA
"283";NA;"FRAU";"MITTLERE REIFE";NA;"HESSEN";NA
"284";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"285";"BEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"286";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"287";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"HESSEN";NA
"288";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"289";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"290";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"BADEN-WUERTTEMBERG";"12 BIS 25 WOCHEN"
"291";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"292";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"293";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"294";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"295";NA;"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"296";NA;"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"HESSEN";NA
"297";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"298";NA;"FRAU";"MITTLERE REIFE";NA;"THUERINGEN";NA
"299";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"300";NA;"FRAU";"MITTLERE REIFE";NA;"BAYERN";NA
"301";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"302";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"303";NA;"MANN";"MITTLERE REIFE";NA;"SAARLAND";NA
"304";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"305";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"306";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"307";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"4 BIS 11 WOCHEN"
"308";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"309";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"310";"BEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"JA";"BAYERN";"104 UND MEHR WOCHEN"
"311";NA;"FRAU";"MITTLERE REIFE";NA;"NORDRHEIN-WESTFALEN";NA
"312";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"313";NA;"FRAU";"HOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"314";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"315";NA;"FRAU";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"316";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"HESSEN";NA
"317";NA;"FRAU";"HOCHSCHULREIFE";NA;"BRANDENBURG";NA
"318";NA;"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"319";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"320";NA;"MANN";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"321";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"322";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"323";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"324";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"325";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"RHEINLAND-PFALZ";"4 BIS 11 WOCHEN"
"326";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN";NA
"327";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"RHEINLAND-PFALZ";NA
"328";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"329";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"330";NA;"MANN";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"331";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NIEDERSACHSEN";NA
"332";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"333";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"334";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"335";"BEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"BRANDENBURG";"52 BIS 103 WOCHEN"
"336";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"337";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"RHEINLAND-PFALZ";NA
"338";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BADEN-WUERTTEMBERG";NA
"339";NA;"MANN";"HOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"340";NA;"FRAU";"MITTLERE REIFE";NA;"HESSEN";NA
"341";NA;"MANN";"HOCHSCHULREIFE";NA;"RHEINLAND-PFALZ";NA
"342";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"343";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SCHLESWIG-HOLSTEIN";NA
"344";"BEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"345";NA;"MANN";"HOCHSCHULREIFE";NA;"BAYERN";NA
"346";NA;"FRAU";"HOCHSCHULREIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"347";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"348";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"349";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"12 BIS 25 WOCHEN"
"350";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BREMEN";NA
"351";NA;"FRAU";"MITTLERE REIFE";NA;"BRANDENBURG";NA
"352";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"353";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"354";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"104 UND MEHR WOCHEN"
"355";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"356";NA;"FRAU";"MITTLERE REIFE";NA;"NIEDERSACHSEN";NA
"357";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"358";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"359";NA;"FRAU";"HOCHSCHULREIFE";NA;"EHEM. BERLIN-OST";NA
"360";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"SACHSEN";"12 BIS 25 WOCHEN"
"361";NA;"MANN";"MITTLERE REIFE";NA;"SACHSEN-ANHALT";NA
"362";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"363";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"364";"BEFRISTET";"MANN";"MITTLERE REIFE";"JA";"NORDRHEIN-WESTFALEN";NA
"365";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"THUERINGEN";NA
"366";NA;"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"367";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"BAYERN";NA
"368";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"369";NA;"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN-ANHALT";NA
"370";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"371";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"372";NA;"MANN";"MITTLERE REIFE";NA;"THUERINGEN";NA
"373";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"26 BIS 51 WOCHEN"
"374";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"375";NA;"FRAU";"MITTLERE REIFE";"JA";"SACHSEN";"12 BIS 25 WOCHEN"
"376";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"377";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"378";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"379";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"380";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"381";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"382";NA;"FRAU";"HOCHSCHULREIFE";"JA";"THUERINGEN";"26 BIS 51 WOCHEN"
"383";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"BAYERN";NA
"384";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SONSTIGES LAND";NA
"385";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"386";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"JA";"RHEINLAND-PFALZ";"104 UND MEHR WOCHEN"
"387";NA;"MANN";"HOCHSCHULREIFE";NA;"BADEN-WUERTTEMBERG";NA
"388";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"389";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"SACHSEN";"4 BIS 11 WOCHEN"
"390";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"SONSTIGES LAND";"12 BIS 25 WOCHEN"
"391";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"392";"BEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"HESSEN";NA
"393";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"394";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"395";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"396";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"397";"BEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"BADEN-WUERTTEMBERG";"52 BIS 103 WOCHEN"
"398";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"399";NA;"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"400";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"401";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"402";NA;"FRAU";"HOCHSCHULREIFE";NA;"BRANDENBURG";NA
"403";NA;"MANN";"MITTLERE REIFE";NA;"BADEN-WUERTTEMBERG";NA
"404";NA;"FRAU";"FACHHOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"12 BIS 25 WOCHEN"
"405";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"406";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"THUERINGEN";NA
"407";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"408";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"409";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"SACHSEN";"104 UND MEHR WOCHEN"
"410";NA;"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"411";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"412";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"413";NA;"MANN";"VOLKS-,HAUPTSCHULE";"JA";"BAYERN";"26 BIS 51 WOCHEN"
"414";NA;"MANN";"MITTLERE REIFE";NA;"BAYERN";NA
"415";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SONSTIGES LAND";NA
"416";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"417";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"418";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"419";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"BAYERN";NA
"420";NA;"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"421";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"422";NA;"FRAU";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"423";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"424";NA;"MANN";"MITTLERE REIFE";"NEIN";"BADEN-WUERTTEMBERG";NA
"425";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"426";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"427";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"428";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"429";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"430";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"431";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BRANDENBURG";NA
"432";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"433";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"BRANDENBURG";"4 BIS 11 WOCHEN"
"434";"BEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"NORDRHEIN-WESTFALEN";"104 UND MEHR WOCHEN"
"435";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"436";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"437";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"EHEM. BERLIN-OST";"104 UND MEHR WOCHEN"
"438";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SCHLESWIG-HOLSTEIN";NA
"439";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"JA";"HESSEN";"26 BIS 51 WOCHEN"
"440";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"BRANDENBURG";NA
"441";NA;"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"442";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"443";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"444";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"445";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"446";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"447";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"448";NA;"MANN";"HOCHSCHULREIFE";NA;"THUERINGEN";NA
"449";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"450";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"451";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"HESSEN";"4 BIS 11 WOCHEN"
"452";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"SACHSEN";NA
"453";"BEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"SONSTIGES LAND";"104 UND MEHR WOCHEN"
"454";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"RHEINLAND-PFALZ";NA
"455";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"456";NA;"FRAU";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"457";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"BADEN-WUERTTEMBERG";"26 BIS 51 WOCHEN"
"458";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"SACHSEN-ANHALT";NA
"459";NA;"FRAU";"MITTLERE REIFE";NA;"BAYERN";NA
"460";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"461";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"462";NA;"MANN";"NOCH SCHUELER";NA;"THUERINGEN";NA
"463";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"464";NA;"MANN";"MITTLERE REIFE";NA;"RHEINLAND-PFALZ";NA
"465";NA;"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"466";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NORDRHEIN-WESTFALEN";"4 BIS 11 WOCHEN"
"467";NA;"MANN";"MITTLERE REIFE";"NEIN";"SCHLESWIG-HOLSTEIN";NA
"468";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"BRANDENBURG";NA
"469";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"RHEINLAND-PFALZ";NA
"470";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"471";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SONSTIGES LAND";NA
"472";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"473";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"THUERINGEN";NA
"474";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"475";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"476";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"477";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"THUERINGEN";NA
"478";NA;"MANN";"HOCHSCHULREIFE";NA;"SONSTIGES LAND";NA
"479";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NIEDERSACHSEN";NA
"480";NA;"MANN";"MITTLERE REIFE";NA;"THUERINGEN";NA
"481";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NORDRHEIN-WESTFALEN";NA
"482";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"483";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"MECKLENB.-VORPOMMERN";NA
"484";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"485";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"JA";"SACHSEN";"26 BIS 51 WOCHEN"
"486";"BEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"JA";"THUERINGEN";"52 BIS 103 WOCHEN"
"487";"UNBEFRISTET";"FRAU";"FACHHOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"488";NA;"FRAU";"ANDERER ABSCHLUSS";NA;"BADEN-WUERTTEMBERG";NA
"489";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"HAMBURG";NA
"490";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"491";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"492";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN-ANHALT";NA
"493";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"RHEINLAND-PFALZ";NA
"494";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"495";NA;"FRAU";"MITTLERE REIFE";NA;"RHEINLAND-PFALZ";NA
"496";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"497";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"498";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"NIEDERSACHSEN";NA
"499";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"500";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"BAYERN";NA
"501";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"BAYERN";NA
"502";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"503";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"104 UND MEHR WOCHEN"
"504";NA;"MANN";"MITTLERE REIFE";NA;"SONSTIGES LAND";NA
"505";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"MECKLENB.-VORPOMMERN";NA
"506";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"NEIN";"HAMBURG";NA
"507";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"FRUEHERE DT.OSTGEB.";NA
"508";"UNBEFRISTET";"MANN";"VOLKS-,HAUPTSCHULE";"JA";"RHEINLAND-PFALZ";"26 BIS 51 WOCHEN"
"509";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"510";NA;"FRAU";"MITTLERE REIFE";NA;"HESSEN";NA
"511";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"HESSEN";NA
"512";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"513";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"514";"UNBEFRISTET";"MANN";"FACHHOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"515";NA;"FRAU";"FACHHOCHSCHULREIFE";NA;"SACHSEN-ANHALT";NA
"516";"UNBEFRISTET";"MANN";"HOCHSCHULREIFE";"NEIN";"NORDRHEIN-WESTFALEN";NA
"517";NA;"MANN";"FACHHOCHSCHULREIFE";NA;"BAYERN";NA
"518";"UNBEFRISTET";"FRAU";"VOLKS-,HAUPTSCHULE";"NEIN";"BAYERN";NA
"519";NA;"MANN";"MITTLERE REIFE";"JA";"SONSTIGES LAND";"52 BIS 103 WOCHEN"
"520";NA;"MANN";"VOLKS-,HAUPTSCHULE";NA;"SACHSEN";NA
"521";NA;"FRAU";"MITTLERE REIFE";NA;"SCHLESWIG-HOLSTEIN";NA
"522";"UNBEFRISTET";"FRAU";"ANDERER ABSCHLUSS";"JA";"SONSTIGES LAND";"12 BIS 25 WOCHEN"
"523";"UNBEFRISTET";"MANN";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
"524";"BEFRISTET";"MANN";"HOCHSCHULREIFE";"JA";"NIEDERSACHSEN";"26 BIS 51 WOCHEN"
"525";NA;"MANN";"HOCHSCHULREIFE";"NEIN";"HESSEN";NA
"526";NA;"FRAU";"VOLKS-,HAUPTSCHULE";NA;"BADEN-WUERTTEMBERG";NA
"527";"UNBEFRISTET";"FRAU";"HOCHSCHULREIFE";"NEIN";"NIEDERSACHSEN";NA
"528";NA;"MANN";"HOCHSCHULREIFE";NA;"NORDRHEIN-WESTFALEN";NA
"529";NA;"MANN";"MITTLERE REIFE";NA;"MECKLENB.-VORPOMMERN";NA
"530";"BEFRISTET";"FRAU";"HOCHSCHULREIFE";"JA";"BADEN-WUERTTEMBERG";"26 BIS 51 WOCHEN"
"531";"UNBEFRISTET";"FRAU";"MITTLERE REIFE";"NEIN";"SACHSEN";NA
